year,quarter,date,newspapers,mood,detrending,val
1980,4,1980 Q4,all,negative,Hodrick-Prescott filter,99.85579311927444
1981,1,1981 Q1,all,negative,Hodrick-Prescott filter,100.82272999738808
1981,2,1981 Q2,all,negative,Hodrick-Prescott filter,100.44212857998497
1981,3,1981 Q3,all,negative,Hodrick-Prescott filter,100.66536495170814
1981,4,1981 Q4,all,negative,Hodrick-Prescott filter,100.69181830188441
1982,1,1982 Q1,all,negative,Hodrick-Prescott filter,101.2229503298968
1982,2,1982 Q2,all,negative,Hodrick-Prescott filter,101.41619977656578
1982,3,1982 Q3,all,negative,Hodrick-Prescott filter,102.24503121477416
1982,4,1982 Q4,all,negative,Hodrick-Prescott filter,101.20351850843066
1983,1,1983 Q1,all,negative,Hodrick-Prescott filter,100.7771497827865
1983,2,1983 Q2,all,negative,Hodrick-Prescott filter,100.26428948870635
1983,3,1983 Q3,all,negative,Hodrick-Prescott filter,100.21721334183316
1983,4,1983 Q4,all,negative,Hodrick-Prescott filter,100.0356780639319
1984,1,1984 Q1,all,negative,Hodrick-Prescott filter,99.90351752276116
1984,2,1984 Q2,all,negative,Hodrick-Prescott filter,99.91491911371855
1984,3,1984 Q3,all,negative,Hodrick-Prescott filter,99.99040834930344
1984,4,1984 Q4,all,negative,Hodrick-Prescott filter,100.17469087557548
1985,1,1985 Q1,all,negative,Hodrick-Prescott filter,99.96851782226437
1985,2,1985 Q2,all,negative,Hodrick-Prescott filter,99.97546751426678
1985,3,1985 Q3,all,negative,Hodrick-Prescott filter,100.25169478167817
1985,4,1985 Q4,all,negative,Hodrick-Prescott filter,100.23823476292512
1986,1,1986 Q1,all,negative,Hodrick-Prescott filter,100.67295524422585
1986,2,1986 Q2,all,negative,Hodrick-Prescott filter,100.19838578315336
1986,3,1986 Q3,all,negative,Hodrick-Prescott filter,100.3878894011
1986,4,1986 Q4,all,negative,Hodrick-Prescott filter,99.52701636554235
1987,1,1987 Q1,all,negative,Hodrick-Prescott filter,100.47378422325686
1987,2,1987 Q2,all,negative,Hodrick-Prescott filter,100.51966423208626
1987,3,1987 Q3,all,negative,Hodrick-Prescott filter,99.98436167861321
1987,4,1987 Q4,all,negative,Hodrick-Prescott filter,101.36310357383726
1988,1,1988 Q1,all,negative,Hodrick-Prescott filter,99.60698140626418
1988,2,1988 Q2,all,negative,Hodrick-Prescott filter,98.98660194456433
1988,3,1988 Q3,all,negative,Hodrick-Prescott filter,99.6460626566913
1988,4,1988 Q4,all,negative,Hodrick-Prescott filter,99.27661007106904
1989,1,1989 Q1,all,negative,Hodrick-Prescott filter,100.51247461734174
1989,2,1989 Q2,all,negative,Hodrick-Prescott filter,99.56000273133367
1989,3,1989 Q3,all,negative,Hodrick-Prescott filter,99.80263294587112
1989,4,1989 Q4,all,negative,Hodrick-Prescott filter,100.52291139391292
1990,1,1990 Q1,all,negative,Hodrick-Prescott filter,100.75203335732242
1990,2,1990 Q2,all,negative,Hodrick-Prescott filter,100.58770073829949
1990,3,1990 Q3,all,negative,Hodrick-Prescott filter,101.28798346292692
1990,4,1990 Q4,all,negative,Hodrick-Prescott filter,101.23178757527755
1991,1,1991 Q1,all,negative,Hodrick-Prescott filter,101.55891403713822
1991,2,1991 Q2,all,negative,Hodrick-Prescott filter,100.31824595755845
1991,3,1991 Q3,all,negative,Hodrick-Prescott filter,100.58593496336837
1991,4,1991 Q4,all,negative,Hodrick-Prescott filter,101.53587933748004
1992,1,1992 Q1,all,negative,Hodrick-Prescott filter,100.98586087179169
1992,2,1992 Q2,all,negative,Hodrick-Prescott filter,100.16164584539398
1992,3,1992 Q3,all,negative,Hodrick-Prescott filter,100.75264403489888
1992,4,1992 Q4,all,negative,Hodrick-Prescott filter,100.44693449201404
1993,1,1993 Q1,all,negative,Hodrick-Prescott filter,100.71873322833167
1993,2,1993 Q2,all,negative,Hodrick-Prescott filter,99.87890511725423
1993,3,1993 Q3,all,negative,Hodrick-Prescott filter,99.26255693460713
1993,4,1993 Q4,all,negative,Hodrick-Prescott filter,98.84855887217913
1994,1,1994 Q1,all,negative,Hodrick-Prescott filter,100.39803586876343
1994,2,1994 Q2,all,negative,Hodrick-Prescott filter,100.20106927861482
1994,3,1994 Q3,all,negative,Hodrick-Prescott filter,99.4355584911182
1994,4,1994 Q4,all,negative,Hodrick-Prescott filter,100.01998858546636
1995,1,1995 Q1,all,negative,Hodrick-Prescott filter,100.8788901552221
1995,2,1995 Q2,all,negative,Hodrick-Prescott filter,99.69012463372285
1995,3,1995 Q3,all,negative,Hodrick-Prescott filter,99.70656671890576
1995,4,1995 Q4,all,negative,Hodrick-Prescott filter,100.02750180431997
1996,1,1996 Q1,all,negative,Hodrick-Prescott filter,100.83841713180027
1996,2,1996 Q2,all,negative,Hodrick-Prescott filter,100.58382269501303
1996,3,1996 Q3,all,negative,Hodrick-Prescott filter,100.06499333362251
1996,4,1996 Q4,all,negative,Hodrick-Prescott filter,99.60099560712145
1997,1,1997 Q1,all,negative,Hodrick-Prescott filter,101.38497042381901
1997,2,1997 Q2,all,negative,Hodrick-Prescott filter,100.0719943791107
1997,3,1997 Q3,all,negative,Hodrick-Prescott filter,100.50994432820339
1997,4,1997 Q4,all,negative,Hodrick-Prescott filter,102.14696683253159
1998,1,1998 Q1,all,negative,Hodrick-Prescott filter,101.23933478336781
1998,2,1998 Q2,all,negative,Hodrick-Prescott filter,100.5514443436934
1998,3,1998 Q3,all,negative,Hodrick-Prescott filter,101.59324548683075
1998,4,1998 Q4,all,negative,Hodrick-Prescott filter,101.25863594453361
1999,1,1999 Q1,all,negative,Hodrick-Prescott filter,100.99085688032199
1999,2,1999 Q2,all,negative,Hodrick-Prescott filter,100.35245386176665
1999,3,1999 Q3,all,negative,Hodrick-Prescott filter,100.25057257035066
1999,4,1999 Q4,all,negative,Hodrick-Prescott filter,100.59887049547811
2e3,1,2000 Q1,all,negative,Hodrick-Prescott filter,100.49663120177708
2e3,2,2000 Q2,all,negative,Hodrick-Prescott filter,100.27107961990873
2e3,3,2000 Q3,all,negative,Hodrick-Prescott filter,99.46332473512251
2e3,4,2000 Q4,all,negative,Hodrick-Prescott filter,100.38475533401596
2001,1,2001 Q1,all,negative,Hodrick-Prescott filter,102.01155139813815
2001,2,2001 Q2,all,negative,Hodrick-Prescott filter,101.34001568998873
2001,3,2001 Q3,all,negative,Hodrick-Prescott filter,102.13270265678764
2001,4,2001 Q4,all,negative,Hodrick-Prescott filter,102.58377845656378
2002,1,2002 Q1,all,negative,Hodrick-Prescott filter,101.95686081738528
2002,2,2002 Q2,all,negative,Hodrick-Prescott filter,101.598133613345
2002,3,2002 Q3,all,negative,Hodrick-Prescott filter,102.72518877484555
2002,4,2002 Q4,all,negative,Hodrick-Prescott filter,101.52041023781995
2003,1,2003 Q1,all,negative,Hodrick-Prescott filter,102.49219429027285
2003,2,2003 Q2,all,negative,Hodrick-Prescott filter,101.899464005909
2003,3,2003 Q3,all,negative,Hodrick-Prescott filter,101.49159856176023
2003,4,2003 Q4,all,negative,Hodrick-Prescott filter,100.75701473714383
2004,1,2004 Q1,all,negative,Hodrick-Prescott filter,100.25160066009408
2004,2,2004 Q2,all,negative,Hodrick-Prescott filter,99.70470754659307
2004,3,2004 Q3,all,negative,Hodrick-Prescott filter,99.85373156480743
2004,4,2004 Q4,all,negative,Hodrick-Prescott filter,99.66501263271103
2005,1,2005 Q1,all,negative,Hodrick-Prescott filter,99.60283425754854
2005,2,2005 Q2,all,negative,Hodrick-Prescott filter,99.63561893407271
2005,3,2005 Q3,all,negative,Hodrick-Prescott filter,99.28634942567734
2005,4,2005 Q4,all,negative,Hodrick-Prescott filter,99.05020887980265
2006,1,2006 Q1,all,negative,Hodrick-Prescott filter,99.2041041394065
2006,2,2006 Q2,all,negative,Hodrick-Prescott filter,99.57556724104907
2006,3,2006 Q3,all,negative,Hodrick-Prescott filter,99.73572932586913
2006,4,2006 Q4,all,negative,Hodrick-Prescott filter,99.29878738823504
2007,1,2007 Q1,all,negative,Hodrick-Prescott filter,99.83111169324793
2007,2,2007 Q2,all,negative,Hodrick-Prescott filter,99.55600258209772
2007,3,2007 Q3,all,negative,Hodrick-Prescott filter,100.78009111333903
2007,4,2007 Q4,all,negative,Hodrick-Prescott filter,100.39408007579965
2008,1,2008 Q1,all,negative,Hodrick-Prescott filter,101.04187697413307
2008,2,2008 Q2,all,negative,Hodrick-Prescott filter,100.51908583439973
2008,3,2008 Q3,all,negative,Hodrick-Prescott filter,102.60476966609265
2008,4,2008 Q4,all,negative,Hodrick-Prescott filter,106.04295031291893
2009,1,2009 Q1,all,negative,Hodrick-Prescott filter,104.42604072296983
2009,2,2009 Q2,all,negative,Hodrick-Prescott filter,100.80270873435308
2009,3,2009 Q3,all,negative,Hodrick-Prescott filter,100.04720423662117
2009,4,2009 Q4,all,negative,Hodrick-Prescott filter,100.23065580265214
2010,1,2010 Q1,all,negative,Hodrick-Prescott filter,100.79229431662925
2010,2,2010 Q2,all,negative,Hodrick-Prescott filter,100.42264448455148
2010,3,2010 Q3,all,negative,Hodrick-Prescott filter,99.46557121178948
2010,4,2010 Q4,all,negative,Hodrick-Prescott filter,98.5510625111113
2011,1,2011 Q1,all,negative,Hodrick-Prescott filter,98.71124588591584
2011,2,2011 Q2,all,negative,Hodrick-Prescott filter,99.76645404397536
2011,3,2011 Q3,all,negative,Hodrick-Prescott filter,102.23859150664798
2011,4,2011 Q4,all,negative,Hodrick-Prescott filter,99.35124513609901
2012,1,2012 Q1,all,negative,Hodrick-Prescott filter,98.53924649262137
2012,2,2012 Q2,all,negative,Hodrick-Prescott filter,98.91206034599561
2012,3,2012 Q3,all,negative,Hodrick-Prescott filter,98.02356002338891
2012,4,2012 Q4,all,negative,Hodrick-Prescott filter,98.06958892928418
2013,1,2013 Q1,all,negative,Hodrick-Prescott filter,98.29469856888474
2013,2,2013 Q2,all,negative,Hodrick-Prescott filter,97.96833952323065
2013,3,2013 Q3,all,negative,Hodrick-Prescott filter,98.40150355594068
2013,4,2013 Q4,all,negative,Hodrick-Prescott filter,98.38366449567707
2014,1,2014 Q1,all,negative,Hodrick-Prescott filter,97.9076526300135
2014,2,2014 Q2,all,negative,Hodrick-Prescott filter,98.30633889571466
2014,3,2014 Q3,all,negative,Hodrick-Prescott filter,98.25387332813256
2014,4,2014 Q4,all,negative,Hodrick-Prescott filter,97.94247157593857
2015,1,2015 Q1,all,negative,Hodrick-Prescott filter,97.81605158875772
2015,2,2015 Q2,all,negative,Hodrick-Prescott filter,98.22130805257238
2015,3,2015 Q3,all,negative,Hodrick-Prescott filter,99.04295500131612
2015,4,2015 Q4,all,negative,Hodrick-Prescott filter,97.91423025891524
2016,1,2016 Q1,all,negative,Hodrick-Prescott filter,98.44608250253995
2016,2,2016 Q2,all,negative,Hodrick-Prescott filter,98.34363050076219
2016,3,2016 Q3,all,negative,Hodrick-Prescott filter,98.08030818511189
2016,4,2016 Q4,all,negative,Hodrick-Prescott filter,98.15674741801509
1889,1,1889 Q1,all,negative,none,99.91101199366103
1889,2,1889 Q2,all,negative,none,99.50223674022644
1889,3,1889 Q3,all,negative,none,99.15805589651634
1889,4,1889 Q4,all,negative,none,99.79117981157374
1890,1,1890 Q1,all,negative,none,99.74335420103606
1890,2,1890 Q2,all,negative,none,99.34491634466238
1890,3,1890 Q3,all,negative,none,99.6080617933284
1890,4,1890 Q4,all,negative,none,99.94307526997709
1891,1,1891 Q1,all,negative,none,99.37197275241583
1891,2,1891 Q2,all,negative,none,99.21026546835768
1891,3,1891 Q3,all,negative,none,99.12282772800404
1891,4,1891 Q4,all,negative,none,99.44064023962407
1892,1,1892 Q1,all,negative,none,99.53133559097942
1892,2,1892 Q2,all,negative,none,99.19740598468974
1892,3,1892 Q3,all,negative,none,98.98512084663027
1892,4,1892 Q4,all,negative,none,99.20276179579302
1893,1,1893 Q1,all,negative,none,99.37900260843347
1893,2,1893 Q2,all,negative,none,98.7131773525224
1893,3,1893 Q3,all,negative,none,99.31006000561443
1893,4,1893 Q4,all,negative,none,99.5194960663449
1894,1,1894 Q1,all,negative,none,99.74062335973564
1894,2,1894 Q2,all,negative,none,99.01861259203137
1894,3,1894 Q3,all,negative,none,99.10702562402155
1894,4,1894 Q4,all,negative,none,98.97318842500661
1895,1,1895 Q1,all,negative,none,98.947500109144
1895,2,1895 Q2,all,negative,none,98.93178402970617
1895,3,1895 Q3,all,negative,none,98.50412776721585
1895,4,1895 Q4,all,negative,none,98.6193787261931
1896,1,1896 Q1,all,negative,none,98.5803011330666
1896,2,1896 Q2,all,negative,none,98.37362094701665
1896,3,1896 Q3,all,negative,none,98.49508708254052
1896,4,1896 Q4,all,negative,none,98.65558028420489
1897,1,1897 Q1,all,negative,none,98.39430767087595
1897,2,1897 Q2,all,negative,none,98.71744274850603
1897,3,1897 Q3,all,negative,none,98.22955089732737
1897,4,1897 Q4,all,negative,none,98.49783305152735
1898,1,1898 Q1,all,negative,none,98.48755261382435
1898,2,1898 Q2,all,negative,none,98.68973652389846
1898,3,1898 Q3,all,negative,none,98.69211998695343
1898,4,1898 Q4,all,negative,none,98.56907420010918
1899,1,1899 Q1,all,negative,none,98.34129334502369
1899,2,1899 Q2,all,negative,none,98.2480482441589
1899,3,1899 Q3,all,negative,none,98.59874456073474
1899,4,1899 Q4,all,negative,none,98.82339009706952
1900,1,1900 Q1,all,negative,none,99.89440581607688
1900,2,1900 Q2,all,negative,none,99.22872654667313
1900,3,1900 Q3,all,negative,none,99.19191594165731
1900,4,1900 Q4,all,negative,none,98.96594210712209
1901,1,1901 Q1,all,negative,none,99.63157422028274
1901,2,1901 Q2,all,negative,none,99.71455736211217
1901,3,1901 Q3,all,negative,none,99.47145715328357
1901,4,1901 Q4,all,negative,none,99.07869408349143
1902,1,1902 Q1,all,negative,none,99.18329102611547
1902,2,1902 Q2,all,negative,none,98.8059844791689
1902,3,1902 Q3,all,negative,none,98.95433447381681
1902,4,1902 Q4,all,negative,none,98.96731885785374
1903,1,1903 Q1,all,negative,none,98.8031997570333
1903,2,1903 Q2,all,negative,none,99.38618144065715
1903,3,1903 Q3,all,negative,none,98.97977291689632
1903,4,1903 Q4,all,negative,none,98.86216413875019
1904,1,1904 Q1,all,negative,none,99.48678813507651
1904,2,1904 Q2,all,negative,none,99.05610235736529
1904,3,1904 Q3,all,negative,none,99.2093374912186
1904,4,1904 Q4,all,negative,none,98.84171702108205
1905,1,1905 Q1,all,negative,none,99.4760880058679
1905,2,1905 Q2,all,negative,none,99.1061385637532
1905,3,1905 Q3,all,negative,none,98.73469017673163
1905,4,1905 Q4,all,negative,none,98.84222460961357
1906,1,1906 Q1,all,negative,none,99.31570148529183
1906,2,1906 Q2,all,negative,none,99.45909965053586
1906,3,1906 Q3,all,negative,none,99.3051642077496
1906,4,1906 Q4,all,negative,none,98.81096844634129
1907,1,1907 Q1,all,negative,none,99.17378540956294
1907,2,1907 Q2,all,negative,none,98.69005186970023
1907,3,1907 Q3,all,negative,none,99.07792231333411
1907,4,1907 Q4,all,negative,none,99.0899790554388
1908,1,1908 Q1,all,negative,none,99.30547451686428
1908,2,1908 Q2,all,negative,none,99.00480148022598
1908,3,1908 Q3,all,negative,none,98.84891470025123
1908,4,1908 Q4,all,negative,none,99.26057296355026
1909,1,1909 Q1,all,negative,none,99.55867300712053
1909,2,1909 Q2,all,negative,none,99.74266696943137
1909,3,1909 Q3,all,negative,none,99.50298767337196
1909,4,1909 Q4,all,negative,none,98.981464336413
1910,1,1910 Q1,all,negative,none,99.18611932186663
1910,2,1910 Q2,all,negative,none,99.22525173669963
1910,3,1910 Q3,all,negative,none,99.35424596222258
1910,4,1910 Q4,all,negative,none,99.51444055891645
1911,1,1911 Q1,all,negative,none,99.32590045036284
1911,2,1911 Q2,all,negative,none,98.92969097070795
1911,3,1911 Q3,all,negative,none,98.90515323475333
1911,4,1911 Q4,all,negative,none,98.87018908259357
1912,1,1912 Q1,all,negative,none,99.63092554463029
1912,2,1912 Q2,all,negative,none,99.16227454457163
1912,3,1912 Q3,all,negative,none,99.32215435275094
1912,4,1912 Q4,all,negative,none,99.38992324517277
1913,1,1913 Q1,all,negative,none,99.84706219041236
1913,2,1913 Q2,all,negative,none,100.35122505256679
1913,3,1913 Q3,all,negative,none,100.25246728213428
1913,4,1913 Q4,all,negative,none,99.82089862589163
1914,1,1914 Q1,all,negative,none,99.59584791666288
1914,2,1914 Q2,all,negative,none,99.07359674101663
1914,3,1914 Q3,all,negative,none,99.76027797997267
1914,4,1914 Q4,all,negative,none,99.68224576426452
1915,1,1915 Q1,all,negative,none,99.84057559638572
1915,2,1915 Q2,all,negative,none,99.19064577422243
1915,3,1915 Q3,all,negative,none,99.42824456129858
1915,4,1915 Q4,all,negative,none,99.41007487751129
1916,1,1916 Q1,all,negative,none,99.39951080141293
1916,2,1916 Q2,all,negative,none,98.91396668622235
1916,3,1916 Q3,all,negative,none,99.48135485702319
1916,4,1916 Q4,all,negative,none,99.2131968351908
1917,1,1917 Q1,all,negative,none,99.84374605126446
1917,2,1917 Q2,all,negative,none,99.96977479018474
1917,3,1917 Q3,all,negative,none,99.95882024572614
1917,4,1917 Q4,all,negative,none,100.48315459584066
1918,1,1918 Q1,all,negative,none,99.96224998298686
1918,2,1918 Q2,all,negative,none,99.70280928898792
1918,3,1918 Q3,all,negative,none,99.88340941270734
1918,4,1918 Q4,all,negative,none,99.9296661824557
1919,1,1919 Q1,all,negative,none,99.93903189815785
1919,2,1919 Q2,all,negative,none,99.69437593186471
1919,3,1919 Q3,all,negative,none,99.67013004201667
1919,4,1919 Q4,all,negative,none,99.73575375156594
1920,1,1920 Q1,all,negative,none,99.82891018812222
1920,2,1920 Q2,all,negative,none,99.52755786279482
1920,3,1920 Q3,all,negative,none,99.36043783661225
1920,4,1920 Q4,all,negative,none,99.44841857429837
1921,1,1921 Q1,all,negative,none,100.23491936815681
1921,2,1921 Q2,all,negative,none,99.71276342785724
1921,3,1921 Q3,all,negative,none,99.76649561175135
1921,4,1921 Q4,all,negative,none,99.6264512138972
1922,1,1922 Q1,all,negative,none,99.66882702601177
1922,2,1922 Q2,all,negative,none,99.72283961814784
1922,3,1922 Q3,all,negative,none,100.1503150682862
1922,4,1922 Q4,all,negative,none,99.6646608892366
1923,1,1923 Q1,all,negative,none,99.93643952765348
1923,2,1923 Q2,all,negative,none,99.31924097743159
1923,3,1923 Q3,all,negative,none,99.39567035986497
1923,4,1923 Q4,all,negative,none,99.214283337639
1924,1,1924 Q1,all,negative,none,99.41901217725871
1924,2,1924 Q2,all,negative,none,98.80592990973523
1924,3,1924 Q3,all,negative,none,99.09517340766102
1924,4,1924 Q4,all,negative,none,99.31574886056436
1925,1,1925 Q1,all,negative,none,99.57298712155762
1925,2,1925 Q2,all,negative,none,99.53984539526823
1925,3,1925 Q3,all,negative,none,100.11084060973927
1925,4,1925 Q4,all,negative,none,100.21473040512254
1926,1,1926 Q1,all,negative,none,100.3409500011776
1926,2,1926 Q2,all,negative,none,99.94198302958164
1926,3,1926 Q3,all,negative,none,99.94155634592327
1926,4,1926 Q4,all,negative,none,99.50073010200398
1927,1,1927 Q1,all,negative,none,99.54126526730097
1927,2,1927 Q2,all,negative,none,99.16935895980708
1927,3,1927 Q3,all,negative,none,98.9701920487804
1927,4,1927 Q4,all,negative,none,99.26091700067164
1928,1,1928 Q1,all,negative,none,99.42594885827232
1928,2,1928 Q2,all,negative,none,99.26195953041079
1928,3,1928 Q3,all,negative,none,99.48998796271655
1928,4,1928 Q4,all,negative,none,99.52150322132492
1929,1,1929 Q1,all,negative,none,100.15581376931041
1929,2,1929 Q2,all,negative,none,100.12541324766876
1929,3,1929 Q3,all,negative,none,100.42973111544268
1929,4,1929 Q4,all,negative,none,100.98739243338885
1930,1,1930 Q1,all,negative,none,99.95189852809051
1930,2,1930 Q2,all,negative,none,100.31767983511124
1930,3,1930 Q3,all,negative,none,100.3153976109891
1930,4,1930 Q4,all,negative,none,100.34182431035441
1931,1,1931 Q1,all,negative,none,100.31228558971415
1931,2,1931 Q2,all,negative,none,100.50817894992811
1931,3,1931 Q3,all,negative,none,101.36526827377791
1931,4,1931 Q4,all,negative,none,101.11265720624652
1932,1,1932 Q1,all,negative,none,101.68457583432146
1932,2,1932 Q2,all,negative,none,101.67228902763495
1932,3,1932 Q3,all,negative,none,101.40161005929981
1932,4,1932 Q4,all,negative,none,102.49594568334933
